ZONEID,,Site1,Site2,Site3,Site1,Site2,Site3,Site1,Site2,Site3,Site1,Site2,Site3,Site1,Site2,Site3,Site1,Site2,Site3,Site1,Site2,Site3,Site1,Site2,Site3,Site1,Site2,Site3,Site1,Site2,Site3,Site1,Site2,Site3,Site1,Site2,Site3,Site1,Site2,Site3
2012-04-01 01:00:00,2012-04-01 10:00:00,0.0,0.0,0.0,94817.75,94268.25,92644.75,90.45066833,90.8657074,92.21336365,0.501918316,0.437388897,0.359187603,1.999518394,1.116461754,0.301520348,-0.930319786,-0.802023888,-0.284934044,287.4057617,286.6308594,285.9343262,12351290.0,12242234.0,12310074.0,12460132.0,12309732.0,11945764.0,15112951.0,15069943.0,15122039.0,0.006744862,0.003005981,0.00272274,0.014352933,0.021158352,0.025690213,0.035797119,0.019645691,0.011390686
2012-04-01 01:00:00,2012-04-01 11:00:00,0.0,0.0,0.0,94847.375,94302.125,92670.875,90.67617798,91.77285767,95.06582642,0.156774283,0.170934439,0.126989126,1.809739113,1.131028175,0.83586216,-0.098176956,-0.398347855,-0.788606644,286.3208008,286.1867676,284.5427246,12351290.0,12242234.0,12310074.0,13599879.0,13426247.0,13041543.0,15112567.0,15070071.0,15122167.0,0.00674963,0.003009319,0.002725601,0.00538747,0.015702412,0.015488788,0.004501343,0.003112793,0.00214386
2012-04-01 01:00:00,2012-04-01 12:00:00,0.0,0.0,0.0,94852.0625,94289.0625,92653.5625,92.9289093,95.56611633,98.31025696,0.014343262,0.017608643,0.0,1.35490799,1.114429474,1.356128693,-0.922255516,-0.971816063,-0.303725243,285.0354004,284.5163574,283.9094238,12351290.0,12242234.0,12310074.0,14724565.0,14539733.0,14122645.0,15112567.0,15070071.0,15122167.0,0.00674963,0.003009319,0.002725601,0.000869751,0.000717163,0.0,0.0,0.0,0.0
2012-04-01 01:00:00,2012-04-01 13:00:00,0.0,0.0,0.0,94810.625,94256.875,92626.875,94.98951721,97.12770081,98.67408752,0.004364014,0.215148926,0.38949585,1.256863594,1.286160469,0.77102375,-1.156412125,-0.845743179,0.351888657,284.7331543,283.963623,283.7978516,12351290.0,12242234.0,12310074.0,15820126.0,15622494.0,15179486.0,15112567.0,15070071.0,15122167.0,0.00674963,0.003009319,0.002725601,0.0,0.000465393,0.00087738,0.0,0.0,0.0
2012-04-01 01:00:00,2012-04-01 14:00:00,0.0,0.0,0.0,94758.125,94212.875,92588.125,94.81033325,97.25369263,99.25076294,0.0,0.212127686,0.665618897,0.921033859,0.33143425,-0.139635086,-0.804039002,-0.015220642,0.879676819,284.4626465,284.0021973,282.5222168,12351290.0,12242234.0,12310074.0,16911888.0,16683805.0,16231453.0,15112567.0,15070071.0,15122167.0,0.00674963,0.003009319,0.002725601,0.0,0.000976563,0.001831055,0.0,0.0,0.0
2012-04-01 01:00:00,2012-04-01 15:00:00,0.0,0.0,0.0,94730.375,94193.875,92571.875,95.55996704,98.07168579,99.73233032,0.039764404,0.316955566,0.745727539,0.622429848,-0.365973473,-0.350470543,0.318148613,1.022372246,1.300692558,284.1330566,282.7304688,281.6879883,12351290.0,12242234.0,12310074.0,17989312.0,17740992.0,17286720.0,15112567.0,15070071.0,15122167.0,0.00674963,0.003009319,0.002725601,0.001480103,0.004440308,0.002990723,0.0,0.0,0.0
2012-04-01 01:00:00,2012-04-01 16:00:00,0.0,0.0,0.0,94721.5625,94184.3125,92563.0625,99.39195251,99.17173767,98.7205658,0.38659668,0.702514648,0.612854004,-0.404500008,-0.177327156,0.014811516,1.343285561,1.373436928,1.439965248,282.8701172,282.498291,281.630127,12351290.0,12242234.0,12310074.0,19080544.0,18824160.0,18358240.0,15112567.0,15070071.0,15122167.0,0.006750107,0.003010273,0.002726078,0.005981445,0.00932312,0.008956909,0.0,0.0,0.0
2012-04-01 01:00:00,2012-04-01 17:00:00,0.0,0.0,0.0,94707.75,94166.5,92541.5,99.67973328,98.36235046,96.81401062,0.937316895,0.670440674,0.494537354,-0.493648529,-0.137935638,-0.012447357,1.279654503,1.469595909,1.428580284,282.885498,282.9372559,282.5622559,12351290.0,12242234.0,12310074.0,20227568.0,19982576.0,19519600.0,15112567.0,15070071.0,15122167.0,0.006750107,0.003011227,0.002730846,0.020294189,0.022979736,0.029754639,0.0,0.0,0.0
2012-04-01 01:00:00,2012-04-01 18:00:00,0.0,0.0,0.0,94699.6875,94156.9375,92528.4375,100.2070923,98.13922119,96.37896729,0.970123291,0.747070313,0.570373535,-0.298454285,-0.101554871,-0.043327332,1.2048769,1.437298775,1.363690376,283.1572266,283.0632324,282.364502,12351290.0,12242234.0,12310074.0,21420224.0,21152192.0,20636736.0,15112567.0,15070071.0,15122167.0,0.006755352,0.003018856,0.00274086,0.043617249,0.043365479,0.049217224,0.0,0.0,0.0
2012-04-01 01:00:00,2012-04-01 19:00:00,0.0,0.0,0.0,94733.3125,94189.3125,92556.5625,99.53146362,97.90304565,96.66183472,0.893005371,0.59677124,0.594116211,-0.127774239,0.022494316,-0.04220295,1.207766533,1.348879814,1.343142509,283.314209,283.1921387,282.3286133,12351290.0,12242234.0,12310074.0,22618864.0,22337008.0,21767152.0,15112567.0,15070071.0,15122167.0,0.006762981,0.003027439,0.002754211,0.047782898,0.045631409,0.049125671,0.0,0.0,0.0
2012-04-01 01:00:00,2012-04-01 20:00:00,0.0,0.0,0.0,94749.8125,94205.0625,92570.3125,99.42308044,97.05052185,96.17845154,0.891571045,0.549621582,0.477081299,-0.231093407,-0.072890282,-0.226454735,1.276310921,1.276432991,1.388249397,283.1843262,282.9492188,281.9155273,12351290.0,12242234.0,12310074.0,23790336.0,23488640.0,22876032.0,15112567.0,15070071.0,15122167.0,0.006771564,0.003037453,0.002772808,0.043663025,0.046165466,0.049636841,0.0,0.0,0.0
2012-04-01 01:00:00,2012-04-01 21:00:00,0.006346154,0.007732794,0.029,94769.0,94223.75,92588.5,98.57301331,96.67506409,96.61695862,0.623687744,0.557128906,0.509460449,-0.055418968,0.163086891,0.050171852,1.24878788,1.162240028,1.058846474,283.6530762,283.3188477,282.5476074,12417521.0,12309361.0,12382705.0,24904848.0,24572944.0,23921040.0,15240341.0,15197717.0,15253525.0,0.006778717,0.003047466,0.00279665,0.04499054,0.054893494,0.05796814,0.0,0.0,0.0
2012-04-01 01:00:00,2012-04-01 22:00:00,0.071538462,0.074797571,0.249625,94787.9375,94241.6875,92605.9375,92.12310791,91.59381104,93.5401001,0.83279419,0.671722412,0.450866699,-0.851744652,-0.297057152,-0.037291527,0.97249794,0.650476456,0.371912003,286.2585449,286.125,285.5561523,12947510.0,12865974.0,12953014.0,26133136.0,25766800.0,25079440.0,15980090.0,15957178.0,16020154.0,0.006783485,0.003061771,0.002820015,0.038860321,0.057033539,0.054645538,0.0,0.0,0.0
2012-04-01 01:00:00,2012-04-01 23:00:00,0.229166667,0.151862348,0.2528,94775.25,94229.25,92595.0,82.74525452,79.99183655,78.7066803,0.953292847,0.839569092,0.607971191,-1.10296154,-0.776545525,-0.370661736,0.310311317,-0.010245323,-0.354971886,288.4182129,288.331543,287.9335938,13965544.0,13971432.0,14225384.0,27398656.0,26984192.0,26226432.0,17317616.0,17366128.0,17555696.0,0.006790638,0.003070354,0.00283289,0.035018921,0.042579651,0.040546417,0.0,0.0,0.0
2012-04-01 01:00:00,2012-04-02 00:00:00,0.346474359,0.256842105,0.1542,94736.125,94185.375,92554.375,71.751297,69.06477356,68.17610168,0.9324646,0.962417603,0.786148071,-0.193052292,0.045717239,0.168397903,-0.447573662,-0.590395927,-0.754458427,290.267334,290.2565918,289.7402344,15464841.0,15553673.0,15948681.0,28768880.0,28299504.0,27452784.0,19196208.0,19306416.0,19592496.0,0.006800652,0.003103733,0.002846718,0.074440002,0.094696045,0.04183197,0.0,0.0,0.0
2012-04-02 01:00:00,2012-04-02 01:00:00,0.656858974,0.418502024,0.522925,94746.8125,94202.0625,92573.0625,69.93354797,71.2323761,72.44526672,0.830276489,0.846054077,0.735015869,0.342458725,0.562185288,0.837942123,-1.522831917,-1.897343636,-2.325688362,291.6049805,291.1362305,290.3027344,1717842.0,1482034.0,1306386.0,1313442.0,1327682.0,1308490.0,2181074.0,1994930.0,1839282.0,0.000191458,0.000224903,0.000141338,0.112361908,0.118278503,0.089595795,0.0,0.0,0.0
2012-04-02 01:00:00,2012-04-02 02:00:00,0.771410256,0.67597166,0.74305,94678.875,94131.375,92502.125,65.64964294,64.99827576,63.37132263,0.685302734,0.704025269,0.609970093,1.115677834,1.269242287,1.525101662,-1.500989914,-1.9915905,-2.441175461,292.329834,292.0356445,291.5786133,3326070.0,3126006.0,3120950.0,2660549.0,2676613.0,2638581.0,4322714.0,4167642.0,4149018.0,0.000263393,0.000322506,0.000210881,0.070106506,0.077297211,0.066978455,0.0,0.0,0.0
2012-04-02 01:00:00,2012-04-02 03:00:00,0.613782051,0.841032389,0.80345,94608.375,94059.625,92431.875,60.07411194,58.08387756,56.71278381,0.768798828,0.741073608,0.626144409,1.774486542,1.598827362,1.654125214,-1.611888885,-2.110668182,-2.579784393,293.2460938,293.0095215,292.4353027,5127796.0,4921140.0,4869300.0,4041206.0,4035222.0,3941398.0,6601140.0,6443060.0,6392948.0,0.000284642,0.000346646,0.000230789,0.067001343,0.069400787,0.050376892,0.0,0.0,0.0
2012-04-02 01:00:00,2012-04-02 04:00:00,0.554807692,0.829838057,0.734025,94533.6875,93983.4375,92360.1875,54.51229858,51.5093689,50.7828064,0.538909912,0.518218994,0.501831055,2.232107162,1.745290756,1.682058334,-1.731534004,-2.195645332,-2.630581856,294.0068359,293.8708496,293.2746582,6934132.0,6727028.0,6697204.0,5390044.0,5363196.0,5235036.0,8848819.0,8702835.0,8664947.0,0.000296831,0.000357538,0.000240743,0.058559418,0.050514221,0.038402557,0.0,0.0,0.0
2012-04-02 01:00:00,2012-04-02 05:00:00,0.458910256,0.70194332,0.591475,94505.9375,93955.6875,92337.4375,51.13789368,47.96992493,47.99433899,0.486816406,0.174438477,0.41267395,2.173001289,1.559475899,1.522610664,-1.898820877,-2.339250565,-2.606218338,294.362793,294.2595215,293.6428223,8433191.0,8272295.0,8293159.0,6699170.0,6664162.0,6511458.0,10729834.0,10616426.0,10612714.0,0.000296831,0.000357538,0.000240743,0.020584106,0.01722908,0.026208878,0.0,0.0,0.0
2012-04-02 01:00:00,2012-04-02 06:00:00,0.198269231,0.574736842,0.374025,94503.8125,93953.0625,92338.8125,48.85609436,45.75257874,46.46351624,0.223648071,0.246749878,0.626647949,2.617418289,1.960435867,1.77025032,-1.667720795,-2.188350677,-2.443477631,294.494873,294.3937988,293.6293945,9867263.0,9684991.0,9603327.0,7963078.0,7927366.0,7773990.0,12419882.0,12284202.0,12190378.0,0.000296831,0.000357956,0.000241488,0.013029099,0.008481979,0.011608124,0.0,5.53e-05,0.000202179
2012-04-02 01:00:00,2012-04-02 07:00:00,0.085064103,0.42097166,0.10665,94518.3125,93967.5625,92355.3125,54.09742737,52.02906799,54.19508362,0.879394531,0.899963379,0.921051025,1.739650726,1.268947601,0.888088226,-1.394080162,-1.727454185,-1.874060631,293.2600098,292.9396973,291.9069824,10595086.0,10265230.0,10011534.0,9135014.0,9136806.0,9025510.0,13366795.0,13108619.0,12867339.0,0.000297844,0.000358582,0.000239581,0.000997543,0.000621796,3.62e-05,0.001720667,0.002921104,0.004047871
2012-04-02 01:00:00,2012-04-02 08:00:00,0.011474359,0.094797571,0.014125,94576.5625,94028.0625,92416.5625,61.20509338,59.86231995,63.24220276,0.548278809,0.548400879,0.551940918,1.671025276,1.523076057,1.503422737,-1.218840599,-1.441130638,-1.60580349,290.3742676,289.920166,288.6123047,10750752.0,10418208.0,10164896.0,10299647.0,10287231.0,10129343.0,13615586.0,13353954.0,13111394.0,0.000297844,0.000358582,0.000239581,0.0,0.0,0.0,0.002081394,0.002839565,0.003772259
2012-04-02 01:00:00,2012-04-02 09:00:00,0.000128205,0.0,7.5e-05,94605.375,94054.375,92437.875,69.00419617,69.1516571,73.63114929,0.241516113,0.278839111,0.365539551,1.926808357,1.917653084,2.056080818,-0.977911949,-1.038947105,-0.987921715,288.5097656,287.855957,286.4438477,10750752.0,10418208.0,10164896.0,11399838.0,11380830.0,11195358.0,13615586.0,13353954.0,13111394.0,0.000297844,0.000358582,0.000239581,0.0,0.0,0.0,0.000666142,0.001257896,0.002266407
2012-04-02 01:00:00,2012-04-02 10:00:00,0.0,0.0,0.0,94615.625,94066.375,92448.875,75.61672974,77.61380005,82.42727661,0.001678467,0.006378174,0.003814697,1.94196701,2.187084198,2.276927948,-0.88630867,-0.898271561,-0.575761795,287.026123,286.1621094,284.8984375,10750752.0,10418208.0,10164896.0,12481922.0,12451010.0,12234370.0,13615586.0,13353954.0,13111394.0,0.000297844,0.000358582,0.000239581,0.0,0.0,0.0,0.0,0.0,8.58e-06
2012-04-02 01:00:00,2012-04-02 11:00:00,0.0,0.0,0.0,94632.0625,94083.3125,92463.8125,81.17585754,84.39167786,87.76570129,0.328430176,0.360565186,0.595306397,2.086219788,1.777992249,1.45426178,-1.214301109,-0.838812828,-0.163519859,285.7568359,286.0280762,285.4279785,10750752.0,10418208.0,10164896.0,13545462.0,13496886.0,13246134.0,13615349.0,13353973.0,13111541.0,0.000297844,0.000358582,0.000239581,0.0,0.0,0.0,0.000843048,0.001883507,0.003201485
2012-04-02 01:00:00,2012-04-02 12:00:00,0.0,0.0,0.0,94596.375,94050.875,92432.375,85.85069275,88.84190369,89.52256775,0.998077393,0.995147705,0.994934082,1.509296417,0.811786652,0.15480423,-1.51173687,-0.824969292,-0.385027885,285.1420898,285.9851074,284.8239746,10750752.0,10418208.0,10164896.0,14604840.0,14539752.0,14259560.0,13615349.0,13353973.0,13111541.0,0.000297844,0.000358582,0.000239581,0.0,0.0,0.0,0.009249687,0.010520458,0.012219429
2012-04-02 01:00:00,2012-04-02 13:00:00,0.0,0.0,0.0,94592.4375,94047.6875,92428.4375,88.47601318,90.73675537,90.95159912,0.956359863,0.949432373,0.931823731,1.73593998,1.190529823,0.396584511,-1.184411049,-0.533532143,-0.36068058,284.8122559,285.5556641,284.4741211,10750752.0,10418208.0,10164896.0,15688713.0,15607305.0,15298441.0,13615349.0,13353973.0,13111541.0,0.000297844,0.000358582,0.000239581,0.0,0.0,0.0,0.007993698,0.008538246,0.009374619
2012-04-02 01:00:00,2012-04-02 14:00:00,0.0,0.0,0.0,94570.875,94028.375,92410.625,89.45291138,91.62234497,91.65701294,0.062988281,0.116607666,0.122741699,1.65512085,1.126312256,0.287200928,-0.839511871,0.161708832,0.507411957,284.7385254,285.2509766,284.2976074,10750752.0,10418208.0,10164896.0,16774759.0,16677351.0,16345063.0,13615349.0,13353973.0,13111541.0,0.000297844,0.000358582,0.000239581,0.0,0.0,0.0,0.000255585,0.000281334,0.000267029
2012-04-02 01:00:00,2012-04-02 15:00:00,0.0,0.0,0.0,94567.5625,94021.3125,92399.3125,89.74783325,91.86013794,92.16384888,0.030761719,0.067565918,0.124145508,1.281323433,0.63166523,0.45197773,-0.429141998,0.697566986,0.430233002,285.0100098,284.7993164,283.8417969,10750752.0,10418208.0,10164896.0,17825504.0,17709024.0,17344096.0,13615349.0,13353973.0,13111541.0,0.000297844,0.000358582,0.000239581,0.0,0.0,0.0,0.000246286,0.00039959,0.000741005
2012-04-02 01:00:00,2012-04-02 16:00:00,0.0,0.0,0.0,94550.3125,94007.3125,92387.8125,91.04507446,93.46939087,93.41665649,0.460205078,0.626037598,0.692108154,0.793845177,0.33827877,0.352194786,-0.549268723,0.470018387,0.522996903,284.3552246,284.3920898,283.5341797,10750752.0,10418208.0,10164896.0,18874656.0,18741280.0,18347040.0,13615349.0,13353973.0,13111541.0,0.000297844,0.000358582,0.000239581,0.0,0.0,0.0,0.000763893,0.001391411,0.002112865
2012-04-02 01:00:00,2012-04-02 17:00:00,0.0,0.0,0.0,94505.25,93961.0,92339.5,92.8611145,94.93533325,93.72537231,0.691802979,0.897644043,0.986358643,0.735485077,0.329601288,0.218517304,-0.478562355,0.537795067,0.643507958,283.9189453,283.6733398,282.7304688,10750752.0,10418208.0,10164896.0,19923360.0,19778720.0,19363488.0,13615349.0,13353973.0,13111541.0,0.000297844,0.000358582,0.000239581,0.0,0.0,0.0,0.001029968,0.001805305,0.002658844
2012-04-02 01:00:00,2012-04-02 18:00:00,0.0,0.0,0.0,94501.5,93958.0,92335.0,94.40144348,94.79792786,92.00593567,0.998077393,0.995147705,1.0,1.08981514,0.454683304,0.338106155,-0.340291977,0.857217789,0.754434586,283.6943359,283.2592773,282.3540039,10750752.0,10418208.0,10164896.0,20966160.0,20810640.0,20371344.0,13615349.0,13353973.0,13111541.0,0.000297844,0.000358582,0.000239581,0.0,0.0,0.0,0.007304192,0.008280754,0.008695602
2012-04-02 01:00:00,2012-04-02 19:00:00,0.0,0.0,0.0,94527.5,93980.75,92355.5,94.46244812,93.66947937,89.61869812,0.981964111,0.983947754,0.973236084,1.028477669,0.339512825,0.305088997,-0.348043442,0.763284683,0.686868668,283.6027832,283.064209,282.2211914,10750752.0,10418208.0,10164896.0,22032960.0,21870784.0,21412160.0,13615349.0,13353973.0,13111541.0,0.000297844,0.000358582,0.000239581,0.0,0.0,0.0,0.010028839,0.011026382,0.011083603
2012-04-02 01:00:00,2012-04-02 20:00:00,0.0,0.0,0.0,94541.9375,93996.1875,92372.1875,93.76893616,92.35096741,87.05213928,0.987760007,0.973691404,0.941632688,0.946923256,0.348656654,0.300927162,-0.506499291,0.69662571,0.728363991,283.3725586,283.0395508,282.2880859,10750752.0,10418208.0,10164896.0,23103072.0,22932704.0,22456544.0,13615349.0,13353973.0,13111541.0,0.000297844,0.000358582,0.000239581,0.0,0.0,0.0,0.007680599,0.01006097,0.012094203
2012-04-02 01:00:00,2012-04-02 21:00:00,0.015,0.014676113,0.013,94569.375,94023.625,92399.375,91.51298523,89.37138367,82.95732117,0.976409912,0.949768066,0.932312012,0.687250137,0.154413223,0.2038517,-0.374117851,0.698391914,0.767239571,283.8041992,283.5202637,283.0769043,10824472.0,10490392.0,10234392.0,24203136.0,24034304.0,23558784.0,13735021.0,13471085.0,13224429.0,0.000297844,0.000358582,0.000239551,0.000110626,0.000236511,0.000427246,0.0066185,0.003181458,0.003089905
2012-04-02 01:00:00,2012-04-02 22:00:00,0.086282051,0.053117409,0.0857,94632.75,94084.5,92453.5,81.69508362,80.25270081,76.78981018,0.937856078,0.819020629,0.695073485,1.19635582,0.558782578,0.384466171,-0.148161888,0.277619362,0.355744362,287.2216797,286.831543,286.545166,11465663.0,11136959.0,10871103.0,25354416.0,25175216.0,24686384.0,14551763.0,14297043.0,14042579.0,0.000399709,0.000616252,0.000240386,0.014778137,0.009109497,0.016235352,0.056270599,0.050380707,0.031528473
2012-04-02 01:00:00,2012-04-02 23:00:00,0.31525641,0.212125506,0.30815,94631.3125,94086.8125,92464.5625,75.52931213,72.92384338,67.92384338,0.815002441,0.773101807,0.672180176,0.578382492,0.082654953,0.140272141,-0.187961578,-0.080295563,0.010890961,289.5822754,289.1940918,289.0854492,12522010.0,12210458.0,12027290.0,26575920.0,26382896.0,25877808.0,15940854.0,15704310.0,15519222.0,0.00058198,0.000913203,0.000571966,0.088577271,0.096786499,0.106567383,0.069568634,0.067195892,0.035919189
2012-04-02 01:00:00,2012-04-03 00:00:00,0.514551282,0.426821862,0.6529,94624.625,94075.625,92454.875,73.05194092,69.78338623,66.96405029,0.205688477,0.231292725,0.169342041,0.025250435,-0.10573101,-0.071429253,-0.78290081,-0.741030693,-0.527895927,290.2851562,289.9301758,289.814209,13329835.0,12955819.0,12796459.0,27858400.0,27641952.0,27100000.0,17214256.0,16923568.0,16765243.0,0.000917315,0.000913203,0.000571966,0.006484985,0.006790161,0.005744934,0.003723145,0.002185822,0.001174927
2012-04-03 01:00:00,2012-04-03 01:00:00,0.734615385,0.576700405,0.775475,94711.4375,94163.9375,92547.1875,63.74136353,64.02261353,67.23843384,0.410125732,0.443389893,0.455169678,0.304481506,-0.345542908,-0.722862244,-0.324355125,-0.359511375,-0.322524071,292.1264648,292.1218262,291.9089355,1118809.0,1145337.0,1285561.0,1332577.0,1317057.0,1276433.0,1658497.0,1695425.0,1825761.0,0.0,0.0,0.0,0.090919495,0.148300171,0.181175232,0.004615784,0.004360199,0.003898621
2012-04-03 01:00:00,2012-04-03 02:00:00,0.67525641,0.529271255,0.62595,94638.3125,94092.8125,92480.5625,61.38720703,59.98193359,61.13525391,0.029388428,0.050476074,0.09262085,0.283238411,-0.009730339,-0.11178112,-0.777376175,-0.952425003,-1.090364456,293.6296387,293.6083984,293.286377,3021041.0,2990961.0,3004145.0,2685035.0,2662099.0,2590307.0,4038991.0,4034831.0,4071567.0,0.0,0.0,0.0,0.018543243,0.016773224,0.011436462,0.000551224,0.000396729,0.000232697
2012-04-03 01:00:00,2012-04-03 03:00:00,0.618910256,0.671761134,0.75515,94553.0,94006.0,92392.25,56.48693848,55.02600098,53.22521973,0.020172119,0.084320068,0.273468018,0.474200249,0.351641655,0.775713921,-1.141389847,-1.402009964,-1.575960159,295.2561035,295.4414062,295.5524902,5588718.0,5634670.0,5760110.0,3972796.0,3933100.0,3820572.0,6925150.0,7010590.0,7170270.0,0.0,0.0,0.0,0.003379822,0.009845734,0.029655457,1.62e-05,0.000136375,0.000530243
2012-04-03 01:00:00,2012-04-03 04:00:00,0.514166667,0.729190283,0.701375,94501.0,93949.0,92336.5,53.47450256,51.5125885,48.59950256,0.630584717,0.832275391,0.898681641,0.832373619,0.695166588,1.245703697,-1.779151917,-2.254127502,-2.336158752,296.4643555,296.6279297,296.5981445,8162994.0,8154290.0,8178226.0,5226301.0,5202557.0,5099517.0,9815745.0,9868673.0,9954561.0,0.0,0.0,0.0,0.009621274,0.028755795,0.054543149,0.000975609,0.001830101,0.006217003
2012-04-03 01:00:00,2012-04-03 05:00:00,0.436474359,0.681133603,0.554825,94455.25,93907.0,92306.25,52.38008118,50.53144836,50.06367493,0.120308459,0.311592639,0.444054186,1.060285568,0.874494553,1.214338303,-2.266139984,-2.707424164,-2.762477875,296.8830566,296.8217773,296.2702637,10134921.0,10001033.0,9846409.0,6522121.0,6498985.0,6386985.0,12109335.0,12074775.0,12027415.0,0.0,0.0,0.0,0.019654948,0.037942607,0.058267314,0.000321388,0.001178741,0.004648209
